id,bident1,userdata,language,int1a,int3a,d1,age,age2,recage,recage2,recage3,recage4,recage5,recage6,hispanic,race,racethn,nativity,racethn2,vaxq1,vaxq2,vaxq3,vaxq4,vaxq5,vaxq6,vaxq7,coverage,agecov,covtype,agecovtype,covselfother,covself,covselfot,child,marital,employ,recemploy,selfemploy,rgender,gendervar,lgbt,party,partylean,party3,party5,ideology,educ,receduc,receduc2,receduc3,income,recincome,recincome2,ce14,ce17,trp2,cell,hhcell,landline,hhadults,int,loi,devicetype,devicecategory,bssrs_match_code,cstate,cregion,density,complete_date,weight,recincome3,Division,changesex,cdc2013,cdc2013USR,state,USR,USR_NEW
00002187,WEB,SSRS Probability Panel,English, , , ,50, ,18-64,50-64,45-54,40-59,45-64,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Somewhat worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance,Insured Less than 65,Plan through your spouse's employer,Spouse's employer, , , ,Yes,Married,Employed full-time,Employed,"No, not self-employed",Man,Male,No,Democrat, ,Democrat/Indep lean Dem,Democrat,Liberal,"Some postgraduate or professional school, no postgraduate degree",College +,College +,College +,"$100,000 or more",$90K+,$40K+,A few times a week,Yes,Purple, , , ,2, ,242,Android smart phones,Smartphone or equivalent (<7 inch),93770806,Oregon,West,2,20211217,.778,$100K+,Pacific,sex = rgender,Large fringe metro,"Suburban (CDC=2,3)",OREGON,Suburban,Suburban
00002190,WEB,SSRS Probability Panel,English, , , ,65, ,65+,65+,65+,60-69,65+,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not at all worried,Yes,"No, did not receive a booster","Yes, makes me more likely to get a booster shot",Have recommended this, , ,Covered by health insurance, ,Medicare, , , , ,No,Never been married,Employed part-time,Employed,"No, not self-employed",Woman,Female,No,Republican, ,Republican/Indep lean Rep,Republican,Conservative,"Four-year college or university degree/Bachelor's degree (e.g., BS, BA, AB, BSN)",College +,College +,College +,"$30,000 to less than $40,000",Less than $40K,Less than $40K,Less than once a month,No,Purple, , , ,1, ,246,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,73714487,North Dakota,North Central,Lowest,20211216,.2363,Less than $50K,West North Central,sex = rgender,Small metro,Rural (CDC=4-6),NORTH DAKOTA,Urban,Urban
00002192,WEB,SSRS Probability Panel,English, , , ,34, ,18-64,30-49,25-34,18-39,30-44,18-49,No,Black or African-American,"Black, non-Hispanic", ,"Black, non-Hispanic",Very worried,Yes,"No, did not receive a booster","Yes, makes me more likely to get a booster shot",Have recommended this, , ,Covered by health insurance,Insured Less than 65,Medicare,Medicare, , , ,Yes,Never been married,Employed full-time,Employed,"Yes, self-employed",Woman,Female,Yes,Democrat, ,Democrat/Indep lean Dem,Democrat,Moderate,"Four-year college or university degree/Bachelor's degree (e.g., BS, BA, AB, BSN)",College +,College +,College +,"$75,000 to less than $90,000",$40K-$89.9K,$40K+,"Basically, every day",No,Purple, , , ,1, ,246,Android smart phones,Smartphone or equivalent (<7 inch),93831209,Texas,South,4,20211219,.4836,$50K-$99.9K,West South Central,sex = rgender,Large central metro,Urban (CDC=1),TEXAS,Suburban,Suburban
00002198,WEB,SSRS Probability Panel,English, , , ,29, ,18-64,18-29,25-34,18-39,18-29,18-49,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not too worried,No, , ,Have not recommended this,"No, does not make me more likely",If the vaccine had no side effects,Not covered by health insurance,Uninsured Less than 65, ,Uninsured <65, , , ,No,Never been married,Unemployed and currently seeking employment,Unemployed, ,Woman,Female,No,Republican, ,Republican/Indep lean Rep,Republican,Moderate,"Some college, no degree (includes some community college)",Some college,Some college,Less than college,"$30,000 to less than $40,000",Less than $40K,Less than $40K,A few times a month,No,Purple, , , ,1, ,341,iPhone/iPod,Smartphone or equivalent (<7 inch),93832923,Florida,South,3,20211216,2.1838,Less than $50K,South Atlantic,sex = rgender,Large fringe metro,"Suburban (CDC=2,3)",FLORIDA,Urban,Urban
00002200,WEB,SSRS Probability Panel,English, , , ,25, ,18-64,18-29,25-34,18-39,18-29,18-49,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not at all worried,No, , ,Not sure,"No, does not make me more likely",Nothing,Covered by health insurance,Insured Less than 65,Plan through your parents/mother/father (VOL.),Plan through parents/mother/father (VOL.), , , ,No,Never been married,Employed part-time,Employed,"No, not self-employed",Woman,Female,No,Republican, ,Republican/Indep lean Rep,Republican,Conservative,High school graduate (Grade 12 with diploma or GED certificate),High school graduate,High school or less,Less than college,"$40,000 to less than $50,000",$40K-$89.9K,$40K+,Less than once a month,Yes,Purple, , , ,6, ,213,iPhone/iPod,Smartphone or equivalent (<7 inch),93860845,Minnesota,North Central,2,20211216,2.1237,Less than $50K,West North Central,sex = rgender,Large fringe metro,"Suburban (CDC=2,3)",MINNESOTA,Suburban,Suburban
00002203,WEB,SSRS Probability Panel,English, , , ,65, ,65+,65+,65+,60-69,65+,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not at all worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance, ,Medicare, , , , ,No,Married,Retired,Retired, ,Man,Male,No,Democrat, ,Democrat/Indep lean Dem,Democrat,Liberal,"Four-year college or university degree/Bachelor's degree (e.g., BS, BA, AB, BSN)",College +,College +,College +,"$50,000 to less than $75,000",$40K-$89.9K,$40K+,Less than once a month,No,Purple, , , ,2, ,393,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,83837453,Louisiana,South,4,20211216,.2324,$50K-$99.9K,West South Central,sex = rgender,Large fringe metro,"Suburban (CDC=2,3)",LOUISIANA,Suburban,Suburban
00002204,WEB,SSRS Probability Panel,English, , , ,34, ,18-64,30-49,25-34,18-39,30-44,18-49,No,Asian,"Other, non-Hispanic", ,"Other, non-Hispanic",Somewhat worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance,Insured Less than 65,Plan through your employer,Employer, , , ,Yes,Married,Employed full-time,Employed,"Yes, self-employed",Man,Male,No,Republican, ,Republican/Indep lean Rep,Republican,Conservative,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MD, MS, MSN, MA, PhD)",College +,College +,College +,"$100,000 or more",$90K+,$40K+,A few times a week,No,Purple, , , ,6, ,194,Android smart phones,Smartphone or equivalent (<7 inch),93914986,Texas,South,4,20211216,.5039,$100K+,West South Central,sex = rgender,Large central metro,Urban (CDC=1),TEXAS,Urban,Urban
00002205,WEB,SSRS Probability Panel,English, , , ,64, ,18-64,50-64,55-64,60-69,45-64,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not too worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance,Insured Less than 65,Plan through your spouse's employer,Spouse's employer, , , ,No,Married,Retired,Retired, ,Man,Male,No,Democrat, ,Democrat/Indep lean Dem,Democrat,Liberal,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MD, MS, MSN, MA, PhD)",College +,College +,College +,"$100,000 or more",$90K+,$40K+,A few times a month,Yes,Purple, , , ,3, ,203,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,93912021,Massachusetts,Northeast,4,20211217,.2685,$100K+,New England,sex = rgender,Large fringe metro,"Suburban (CDC=2,3)",MASSACHUSETTS,Suburban,Suburban
00002206,WEB,SSRS Probability Panel,English, , , ,67, ,65+,65+,65+,60-69,65+,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Somewhat worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance, ,Medicare, , , , ,No,Married,Retired,Retired, ,Man,Male,No,Democrat, ,Democrat/Indep lean Dem,Democrat,Liberal,"Some postgraduate or professional school, no postgraduate degree",College +,College +,College +,"$20,000 to less than $30,000",Less than $40K,Less than $40K,A few times a month,Yes,Purple, , , ,2, ,326,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,93924904,Indiana,North Central,3,20211216,.2324,Less than $50K,East North Central,sex = rgender,Small metro,Rural (CDC=4-6),INDIANA,Urban,Urban
00002210,WEB,SSRS Probability Panel,English, , , ,39, ,18-64,30-49,35-44,18-39,30-44,18-49,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not too worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance,Insured Less than 65,Plan through your employer,Employer, , , ,No,Married,Employed full-time,Employed,"No, not self-employed",Man,Male,No,Democrat, ,Democrat/Indep lean Dem,Democrat,Liberal,"Four-year college or university degree/Bachelor's degree (e.g., BS, BA, AB, BSN)",College +,College +,College +,"$100,000 or more",$90K+,$40K+,Once a month,Yes,Purple, , , ,2, ,163,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,93941458,Illinois,North Central,Highest,20211216,.9831,$100K+,East North Central,sex = rgender,Large fringe metro,"Suburban (CDC=2,3)",ILLINOIS,Urban,Suburban
00002212,WEB,SSRS Probability Panel,English, , , ,72, ,65+,65+,65+,70-74,65+,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Somewhat worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance, ,Medicare, , , , ,No,Married,Employed full-time,Employed,"Yes, self-employed",Man,Male,No,Republican, ,Republican/Indep lean Rep,Republican,Moderate,"Some postgraduate or professional school, no postgraduate degree",College +,College +,College +,"$100,000 or more",$90K+,$40K+,A few times a week,Yes,Purple, , , ,2, ,331,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,81020239,Mississippi,South,2,20211216,.6107,$100K+,East South Central,sex = rgender,Small metro,Rural (CDC=4-6),MISSISSIPPI,Suburban,Suburban
00002213,WEB,SSRS Probability Panel,English, , , ,38, ,18-64,30-49,35-44,18-39,30-44,18-49,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Somewhat worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance,Insured Less than 65,Plan through your employer,Employer, , , ,No,Married,Employed full-time,Employed,"No, not self-employed",Man,Male,No,Republican, ,Republican/Indep lean Rep,Republican,Moderate,"Some college, no degree (includes some community college)",Some college,Some college,Less than college,"$30,000 to less than $40,000",Less than $40K,Less than $40K,A few times a week,Yes,Purple, , , ,2, ,280,Android smart phones,Smartphone or equivalent (<7 inch),81942337,Michigan,North Central,Highest,20211216,1.3062,Less than $50K,East North Central,sex = rgender,Large central metro,Urban (CDC=1),MICHIGAN,Urban,Urban
00002217,WEB,SSRS Probability Panel,English, , , ,51, ,18-64,50-64,45-54,40-59,45-64,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Very worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance,Insured Less than 65,Plan through your spouse's employer,Spouse's employer, , , ,Yes,Married,Employed part-time,Employed,"Yes, self-employed",Woman,Female,No,Democrat, ,Democrat/Indep lean Dem,Democrat,Liberal,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MD, MS, MSN, MA, PhD)",College +,College +,College +,"$100,000 or more",$90K+,$40K+,A few times a week,Yes,Purple, , , ,2, ,188,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,84510151,New York,Northeast,4,20211217,.2719,$100K+,Mid Atlantic,sex = rgender,Large fringe metro,"Suburban (CDC=2,3)",NEW YORK,Suburban,Suburban
00002222,WEB,SSRS Probability Panel,English, , , ,68, ,65+,65+,65+,60-69,65+,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Somewhat worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance, ,Medicare, , , , ,No,Married,Retired,Retired, ,Man,Male,No,Independent,Democratic,Democrat/Indep lean Dem,Independent lean Dem,Moderate,"Some postgraduate or professional school, no postgraduate degree",College +,College +,College +,"$100,000 or more",$90K+,$40K+,A few times a month,Yes,Purple, , , ,2, ,186,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,94129721,Massachusetts,Northeast,Highest,20211218,.2545,$100K+,New England,sex = rgender,Large central metro,Urban (CDC=1),MASSACHUSETTS,Urban,Urban
00002227,WEB,SSRS Probability Panel,English, , , ,58, ,18-64,50-64,55-64,40-59,45-64,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not too worried,No, , ,Have recommended this,"No, does not make me more likely",More time,Covered by health insurance,Insured Less than 65,Medicare,Medicare, , , ,No,Divorced,Unemployed and currently seeking employment,Unemployed, ,Woman,Female,No,Or what/Other,Republican,Republican/Indep lean Rep,Independent lean Rep,Moderate,"Some postgraduate or professional school, no postgraduate degree",College +,College +,College +,"$20,000 to less than $30,000",Less than $40K,Less than $40K,A few times a week,No,Purple, , , ,1, ,269,iPhone/iPod,Smartphone or equivalent (<7 inch),94111223,California,West,4,20211219,.7497,Less than $50K,Pacific,sex = rgender,Large central metro,Urban (CDC=1),CALIFORNIA,Urban,Urban
00002228,WEB,SSRS Probability Panel,English, , , ,75, ,65+,65+,65+,75+,65+,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not too worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance, ,Medicare, , , , ,No,Married,Retired,Retired, ,Man,Male,No,Democrat, ,Democrat/Indep lean Dem,Democrat,Moderate,"Vocational, business, technical, or training courses after high school that did not count toward an associate degree fro",High school graduate,High school or less,Less than college,"$75,000 to less than $90,000",$40K-$89.9K,$40K+,"Basically, every day",Yes,Purple, , , ,2, ,460,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,74123125,South Carolina,South,2,20211217,.3618,$50K-$99.9K,South Atlantic,sex = rgender,Small metro,Rural (CDC=4-6),SOUTH CAROLINA,Suburban,Suburban
00002229,WEB,SSRS Probability Panel,English, , , ,42, ,18-64,30-49,35-44,40-59,30-44,18-49,No,Black or African-American,"Black, non-Hispanic", ,"Black, non-Hispanic",Not too worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance,Insured Less than 65,Plan through your spouse's employer,Spouse's employer, , , ,Yes,Married,Employed part-time,Employed,"Yes, self-employed",Woman,Female,No,Democrat, ,Democrat/Indep lean Dem,Democrat,Liberal,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MD, MS, MSN, MA, PhD)",College +,College +,College +,"$90,000 to less than $100,000",$90K+,$40K+,A few times a month,Yes,Purple, , , ,2, ,1367,iPhone/iPod,Smartphone or equivalent (<7 inch),94157367,Alabama,South,3,20211216,.2215,$50K-$99.9K,East South Central,sex = rgender,Medium metro,"Suburban (CDC=2,3)",ALABAMA,Urban,Urban
00002230,WEB,SSRS Probability Panel,English, , , ,52, ,18-64,50-64,45-54,40-59,45-64,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not too worried,Yes,"No, did not receive a booster","No, does not make me more likely",Have recommended this, , ,Covered by health insurance,Insured Less than 65,Plan through your employer,Employer, , , ,No,Married,Employed full-time,Employed,"No, not self-employed",Man,Male,No,Independent,Republican,Republican/Indep lean Rep,Independent lean Rep,Conservative,"Vocational, business, technical, or training courses after high school that did not count toward an associate degree fro",High school graduate,High school or less,Less than college,"$90,000 to less than $100,000",$90K+,$40K+,Not at all,No,Purple, , , ,1, ,269,Android smart phones,Smartphone or equivalent (<7 inch),84104320,Minnesota,North Central,Lowest,20211217,.4302,$50K-$99.9K,West North Central,sex = rgender,Micropolitan,Rural (CDC=4-6),MINNESOTA,Rural,Rural
00002231,WEB,SSRS Probability Panel,English, , , ,60, ,18-64,50-64,55-64,60-69,45-64,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Somewhat worried,No, , ,Have recommended this,"No, does not make me more likely",Nothing,Covered by health insurance,Insured Less than 65,Plan through your spouse's employer,Spouse's employer, , , ,Yes,Married,On disability and can't work,On disability and can't work, ,Man,Male,No,Independent,Republican,Republican/Indep lean Rep,Independent lean Rep,Conservative,"Vocational, business, technical, or training courses after high school that did not count toward an associate degree fro",High school graduate,High school or less,Less than college,"$90,000 to less than $100,000",$90K+,$40K+,A few times a month,No,Purple, , , ,3, ,540,Android smart phones,Smartphone or equivalent (<7 inch),74151970,Minnesota,North Central,Lowest,20211217,.6835,$50K-$99.9K,West North Central,sex = rgender,Small metro,Rural (CDC=4-6),MINNESOTA,Rural,Suburban
00002234,WEB,SSRS Probability Panel,English, , , ,25, ,18-64,18-29,25-34,18-39,18-29,18-49,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not too worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance,Insured Less than 65,Plan through your employer,Employer, , , ,No,Never been married,Employed full-time,Employed,"No, not self-employed",Woman,Female,No,Democrat, ,Democrat/Indep lean Dem,Democrat,Liberal,"Four-year college or university degree/Bachelor's degree (e.g., BS, BA, AB, BSN)",College +,College +,College +,"$90,000 to less than $100,000",$90K+,$40K+,A few times a month,No,Purple, , , ,2, ,144,iPhone/iPod,Smartphone or equivalent (<7 inch),94113763,Illinois,North Central,Highest,20211216,1.5253,$50K-$99.9K,East North Central,sex = rgender,Large central metro,Urban (CDC=1),ILLINOIS,Urban,Urban
00002235,WEB,SSRS Probability Panel,English, , , ,26, ,18-64,18-29,25-34,18-39,18-29,18-49,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Somewhat worried,Yes,"No, did not receive a booster","No, does not make me more likely",Not sure, , ,Covered by health insurance,Insured Less than 65,Plan you purchased yourself,Self-purchased plan, ,From healthcare.gov or STATE MARKETPLACE NAME, ,No,Married,Unemployed and currently seeking employment,Unemployed, ,Man,Male,No,Independent,Independent/don't lean to either party,Pure Independents,Independent/Don't lean,Moderate,"Four-year college or university degree/Bachelor's degree (e.g., BS, BA, AB, BSN)",College +,College +,College +,"Less than $20,000",Less than $40K,Less than $40K,A few times a month,No,Purple, , , ,2, ,178,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,94158214,Arizona,West,3,20211218,1.3182,Less than $50K,Mountain,sex = rgender,Large central metro,Urban (CDC=1),REFUSED,Urban,Suburban
00002238,WEB,SSRS Probability Panel,Spanish, , , ,42, ,18-64,30-49,35-44,40-59,30-44,18-49,Yes,White,Hispanic,Another country,"Hispanic, born outside of US",Somewhat worried,No, , ,Have recommended this,"No, does not make me more likely",If the vaccine had no side effects,Covered by health insurance,Insured Less than 65,Plan you purchased yourself,Self-purchased plan, ,Through an insurance agent or broker, ,Yes,Married,"Or, a homemaker or stay at home parent?",A homemaker or stay at home parent, ,Woman,Female,No,Republican, ,Republican/Indep lean Rep,Republican,Moderate,Two-year associate degree from a college or university (including associate degree in nursing),Some college,Some college,Less than college,"$40,000 to less than $50,000",$40K-$89.9K,$40K+,"Basically, every day",Yes,Purple, , , ,3, ,354,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,94248713,Florida,South,4,20211216,.6159,Less than $50K,South Atlantic,sex = rgender,Large central metro,Urban (CDC=1),FLORIDA,Suburban,Suburban
00002240,WEB,SSRS Probability Panel,English, , , ,33, ,18-64,30-49,25-34,18-39,30-44,18-49,No,Asian,"Other, non-Hispanic", ,"Other, non-Hispanic",Not too worried,Yes,"No, did not receive a booster","No, does not make me more likely",Have recommended this, , ,Covered by health insurance,Insured Less than 65,Plan through your employer,Employer, , , ,No,Never been married,Employed full-time,Employed,"No, not self-employed",Woman,Female,No,None,Independent/don't lean to either party,Pure Independents,Independent/Don't lean,Moderate,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MD, MS, MSN, MA, PhD)",College +,College +,College +,"$100,000 or more",$90K+,$40K+,Less than once a month,No,Purple, , , ,3, ,342,iPhone/iPod,Smartphone or equivalent (<7 inch),94250926,New York,Northeast,Highest,20211217,1.1468,$100K+,Mid Atlantic,sex = rgender,Large central metro,Urban (CDC=1),NEW YORK,Urban,Urban
00002243,WEB,SSRS Probability Panel,English, , , ,64, ,18-64,50-64,55-64,60-69,45-64,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not too worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance,Insured Less than 65,Plan through your employer,Employer, , , ,No,Married,Employed full-time,Employed,"No, not self-employed",Man,Male,No,Democrat, ,Democrat/Indep lean Dem,Democrat,Moderate,"Some college, no degree (includes some community college)",Some college,Some college,Less than college,"$100,000 or more",$90K+,$40K+,A few times a month,No,Purple, , , ,2, ,282,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,94220376,Idaho,West,2,20211219,1.2154,$100K+,Mountain,sex = rgender,Medium metro,"Suburban (CDC=2,3)",IDAHO,Urban,Suburban
00002246,WEB,SSRS Probability Panel,English, , , ,31, ,18-64,30-49,25-34,18-39,30-44,18-49,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Somewhat worried,Yes,"No, did not receive a booster","Yes, makes me more likely to get a booster shot",Have recommended this, , ,Covered by health insurance,Insured Less than 65,Plan through your employer,Employer, , , ,Yes,Married,Employed full-time,Employed,"No, not self-employed",Woman,Female,No,Independent,Democratic,Democrat/Indep lean Dem,Independent lean Dem,Moderate,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MD, MS, MSN, MA, PhD)",College +,College +,College +,"$75,000 to less than $90,000",$40K-$89.9K,$40K+,Less than once a month,No,Purple, , , ,2, ,240,iPhone/iPod,Smartphone or equivalent (<7 inch),94230318,Indiana,North Central,2,20211216,1.0859,$50K-$99.9K,East North Central,sex = rgender,Small metro,Rural (CDC=4-6),INDIANA,Rural,Urban
00002247,WEB,SSRS Probability Panel,English, , , ,71, ,65+,65+,65+,70-74,65+,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not at all worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance, ,Medicare, , , , ,No,Married,Employed full-time,Employed,"Yes, self-employed",Man,Male,No,Independent,Democratic,Democrat/Indep lean Dem,Independent lean Dem,Moderate,"Some college, no degree (includes some community college)",Some college,Some college,Less than college,"$100,000 or more",$90K+,$40K+,Less than once a month,No,Purple, , , ,2, ,247,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,94204788,California,West,Highest,20211216,.3521,$100K+,Pacific,sex = rgender,Large central metro,Urban (CDC=1),CALIFORNIA,Suburban,Suburban
00002248,WEB,SSRS Probability Panel,English, , , ,24, ,18-64,18-29,18-24,18-39,18-29,18-49,No,Black or African-American,"Black, non-Hispanic", ,"Black, non-Hispanic",Not too worried,No, , ,Not sure,"No, does not make me more likely",Money/Large sum of money,Covered by health insurance,Insured Less than 65,Plan through your employer,Employer, , , ,No,Never been married,Employed full-time,Employed,"No, not self-employed",Man,Male,No,None,Independent/don't lean to either party,Pure Independents,Independent/Don't lean,Moderate,High school graduate (Grade 12 with diploma or GED certificate),High school graduate,High school or less,Less than college,"$20,000 to less than $30,000",Less than $40K,Less than $40K,Not at all,No,Purple, , , ,2, ,294,iPhone/iPod,Smartphone or equivalent (<7 inch),94251036,South Carolina,South,Lowest,20211217,2.5668,Less than $50K,South Atlantic,sex = rgender,Medium metro,"Suburban (CDC=2,3)",SOUTH CAROLINA,Rural,Suburban
00002253,WEB,SSRS Probability Panel,English, , , ,71, ,65+,65+,65+,70-74,65+,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Somewhat worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance, ,Plan through your spouse's employer, , , , ,No,Married,Retired,Retired, ,Woman,Female,No,Democrat, ,Democrat/Indep lean Dem,Democrat,Liberal,"Vocational, business, technical, or training courses after high school that did not count toward an associate degree fro",High school graduate,High school or less,Less than college,"$75,000 to less than $90,000",$40K-$89.9K,$40K+,A few times a week,No,Purple, , , ,2, ,396,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,74306430,Oregon,West,4,20211216,.2757,$50K-$99.9K,Pacific,sex = rgender,Large central metro,Urban (CDC=1),OREGON,Urban,Urban
00002256,WEB,SSRS Probability Panel,English, , , ,62, ,18-64,50-64,55-64,60-69,45-64,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Somewhat worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance,Insured Less than 65,Plan through your spouse's employer,Spouse's employer, , , ,No,Married,Retired,Retired, ,Man,Male,No,Republican, ,Republican/Indep lean Rep,Republican,Conservative,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MD, MS, MSN, MA, PhD)",College +,College +,College +,"$100,000 or more",$90K+,$40K+,Less than once a month,No,Purple, , , ,2, ,281,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,94353702,New Mexico,West,3,20211217,.8749,$100K+,Mountain,sex = rgender,Medium metro,"Suburban (CDC=2,3)",NEW MEXICO,Urban,Urban
00002273,WEB,SSRS Probability Panel,English, , , ,30, ,18-64,30-49,25-34,18-39,30-44,18-49,No,Asian,"Other, non-Hispanic", ,"Other, non-Hispanic",Not at all worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance,Insured Less than 65,Plan through your employer,Employer, , , ,No,Married,Employed full-time,Employed,"No, not self-employed",Woman,Female,No,None,Independent/don't lean to either party,Pure Independents,Independent/Don't lean,Liberal,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MD, MS, MSN, MA, PhD)",College +,College +,College +,"$50,000 to less than $75,000",$40K-$89.9K,$40K+,Once a month,No,Purple, , , ,2, ,153,iPhone/iPod,Smartphone or equivalent (<7 inch),12002232,Maryland,South,4,20211216,1.5497,$50K-$99.9K,South Atlantic,sex = rgender,Large fringe metro,"Suburban (CDC=2,3)",REFUSED,Suburban,Suburban
00002275,WEB,SSRS Probability Panel,English, , , ,41, ,18-64,30-49,35-44,40-59,30-44,18-49,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Somewhat worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance,Insured Less than 65,Plan through your employer,Employer, , , ,Yes,Married,Employed full-time,Employed,"No, not self-employed",Woman,Female,No,Independent,Republican,Republican/Indep lean Rep,Independent lean Rep,Moderate,"Some postgraduate or professional school, no postgraduate degree",College +,College +,College +,"$100,000 or more",$90K+,$40K+,A few times a week,Yes,Purple, , , ,2, ,130,iPhone/iPod,Smartphone or equivalent (<7 inch),94316829,Mississippi,South,Lowest,20211219,.3059,$100K+,East South Central,sex = rgender,Micropolitan,Rural (CDC=4-6),MISSISSIPPI,Suburban,Rural
00002276,WEB,SSRS Probability Panel,English, , , ,51, ,18-64,50-64,45-54,40-59,45-64,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Somewhat worried,Yes,"Yes, received a booster", ,Not sure, , ,Not covered by health insurance,Uninsured Less than 65, ,Uninsured <65, , , ,No,Divorced,Employed part-time,Employed,"No, not self-employed",Woman,Female,No,None,Independent/don't lean to either party,Pure Independents,Independent/Don't lean,Moderate,High school incomplete (Grades 9-11 or Grade 12 with no diploma),Less than high school,High school or less,Less than college,"Less than $20,000",Less than $40K,Less than $40K,A few times a week,No,Purple, , , ,2, ,331,Android smart phones,Smartphone or equivalent (<7 inch),94351478,North Carolina,South,2,20211216,1.2589,Less than $50K,South Atlantic,sex = rgender,Medium metro,"Suburban (CDC=2,3)",NORTH CAROLINA,Suburban,Suburban
